TrackId,TrackName,MediaTypeName,GenreName,ArtistName,IsCurrent,StartDate,EndDate
765,The Mule,MPEG audio file,Rock,Deep Purple,1,,
766,Fools,MPEG audio file,Rock,Deep Purple,1,,
767,No One Came,MPEG audio file,Rock,Deep Purple,1,,
768,Knocking At Your Back Door,MPEG audio file,Rock,Deep Purple,1,,
769,Bad Attitude,MPEG audio file,Rock,Deep Purple,1,,
770,Child In Time (Son Of Aleric - Instrumental),MPEG audio file,Rock,Deep Purple,1,,
771,Nobody's Home,MPEG audio file,Rock,Deep Purple,1,,
772,Black Night,MPEG audio file,Rock,Deep Purple,1,,
773,Perfect Strangers,MPEG audio file,Rock,Deep Purple,1,,
774,The Unwritten Law,MPEG audio file,Rock,Deep Purple,1,,
775,Call Of The Wild,MPEG audio file,Rock,Deep Purple,1,,
776,Hush,MPEG audio file,Rock,Deep Purple,1,,
777,Smoke On The Water,MPEG audio file,Rock,Deep Purple,1,,
778,Space Trucking,MPEG audio file,Rock,Deep Purple,1,,
779,Highway Star,MPEG audio file,Rock,Deep Purple,1,,
780,Maybe I'm A Leo,MPEG audio file,Rock,Deep Purple,1,,
781,Pictures Of Home,MPEG audio file,Rock,Deep Purple,1,,
782,Never Before,MPEG audio file,Rock,Deep Purple,1,,
783,Smoke On The Water,MPEG audio file,Rock,Deep Purple,1,,
784,Lazy,MPEG audio file,Rock,Deep Purple,1,,
785,Space Truckin',MPEG audio file,Rock,Deep Purple,1,,
786,Vavoom : Ted The Mechanic,MPEG audio file,Rock,Deep Purple,1,,
787,Loosen My Strings,MPEG audio file,Rock,Deep Purple,1,,
788,Soon Forgotten,MPEG audio file,Rock,Deep Purple,1,,
789,Sometimes I Feel Like Screaming,MPEG audio file,Rock,Deep Purple,1,,
790,Cascades : I'm Not Your Lover,MPEG audio file,Rock,Deep Purple,1,,
791,The Aviator,MPEG audio file,Rock,Deep Purple,1,,
792,Rosa's Cantina,MPEG audio file,Rock,Deep Purple,1,,
793,A Castle Full Of Rascals,MPEG audio file,Rock,Deep Purple,1,,
794,A Touch Away,MPEG audio file,Rock,Deep Purple,1,,
795,Hey Cisco,MPEG audio file,Rock,Deep Purple,1,,
796,Somebody Stole My Guitar,MPEG audio file,Rock,Deep Purple,1,,
797,The Purpendicular Waltz,MPEG audio file,Rock,Deep Purple,1,,
798,King Of Dreams,MPEG audio file,Rock,Deep Purple,1,,
799,The Cut Runs Deep,MPEG audio file,Rock,Deep Purple,1,,
800,Fire In The Basement,MPEG audio file,Rock,Deep Purple,1,,
801,Truth Hurts,MPEG audio file,Rock,Deep Purple,1,,
802,Breakfast In Bed,MPEG audio file,Rock,Deep Purple,1,,
803,Love Conquers All,MPEG audio file,Rock,Deep Purple,1,,
804,Fortuneteller,MPEG audio file,Rock,Deep Purple,1,,
805,Too Much Is Not Enough,MPEG audio file,Rock,Deep Purple,1,,
806,Wicked Ways,MPEG audio file,Rock,Deep Purple,1,,
807,Stormbringer,MPEG audio file,Rock,Deep Purple,1,,
808,Love Don't Mean a Thing,MPEG audio file,Rock,Deep Purple,1,,
809,Holy Man,MPEG audio file,Rock,Deep Purple,1,,
810,Hold On,MPEG audio file,Rock,Deep Purple,1,,
811,Lady Double Dealer,MPEG audio file,Rock,Deep Purple,1,,
812,You Can't Do it Right (With the One You Love),MPEG audio file,Rock,Deep Purple,1,,
813,High Ball Shooter,MPEG audio file,Rock,Deep Purple,1,,
814,The Gypsy,MPEG audio file,Rock,Deep Purple,1,,
815,Soldier Of Fortune,MPEG audio file,Rock,Deep Purple,1,,
816,The Battle Rages On,MPEG audio file,Rock,Deep Purple,1,,
817,Lick It Up,MPEG audio file,Rock,Deep Purple,1,,
818,Anya,MPEG audio file,Rock,Deep Purple,1,,
819,Talk About Love,MPEG audio file,Rock,Deep Purple,1,,
820,Time To Kill,MPEG audio file,Rock,Deep Purple,1,,
821,Ramshackle Man,MPEG audio file,Rock,Deep Purple,1,,
822,A Twist In The Tail,MPEG audio file,Rock,Deep Purple,1,,
823,Nasty Piece Of Work,MPEG audio file,Rock,Deep Purple,1,,
824,Solitaire,MPEG audio file,Rock,Deep Purple,1,,
825,One Man's Meat,MPEG audio file,Rock,Deep Purple,1,,
826,Pour Some Sugar On Me,MPEG audio file,Rock,Def Leppard,1,,
827,Photograph,MPEG audio file,Rock,Def Leppard,1,,
828,Love Bites,MPEG audio file,Rock,Def Leppard,1,,
829,Let's Get Rocked,MPEG audio file,Rock,Def Leppard,1,,
830,Two Steps Behind [Acoustic Version],MPEG audio file,Rock,Def Leppard,1,,
831,Animal,MPEG audio file,Rock,Def Leppard,1,,
832,Heaven Is,MPEG audio file,Rock,Def Leppard,1,,
833,Rocket,MPEG audio file,Rock,Def Leppard,1,,
834,When Love & Hate Collide,MPEG audio file,Rock,Def Leppard,1,,
835,Action,MPEG audio file,Rock,Def Leppard,1,,
836,Make Love Like A Man,MPEG audio file,Rock,Def Leppard,1,,
837,Armageddon It,MPEG audio file,Rock,Def Leppard,1,,
838,Have You Ever Needed Someone So Bad,MPEG audio file,Rock,Def Leppard,1,,
839,Rock Of Ages,MPEG audio file,Rock,Def Leppard,1,,
840,Hysteria,MPEG audio file,Rock,Def Leppard,1,,
841,Bringin' On The Heartbreak,MPEG audio file,Rock,Def Leppard,1,,
842,Roll Call,MPEG audio file,Jazz,Dennis Chambers,1,,
843,Otay,MPEG audio file,Jazz,Dennis Chambers,1,,
844,Groovus Interruptus,MPEG audio file,Jazz,Dennis Chambers,1,,
845,Paris On Mine,MPEG audio file,Jazz,Dennis Chambers,1,,
846,In Time,MPEG audio file,Jazz,Dennis Chambers,1,,
847,Plan B,MPEG audio file,Jazz,Dennis Chambers,1,,
848,Outbreak,MPEG audio file,Jazz,Dennis Chambers,1,,
849,"Baltimore, DC",MPEG audio file,Jazz,Dennis Chambers,1,,
850,Talkin Loud and Saying Nothin,MPEG audio file,Jazz,Dennis Chambers,1,,
851,Pétala,MPEG audio file,Latin,Djavan,1,,
852,Meu Bem-Querer,MPEG audio file,Latin,Djavan,1,,
853,Cigano,MPEG audio file,Latin,Djavan,1,,
854,Boa Noite,MPEG audio file,Latin,Djavan,1,,
855,Fato Consumado,MPEG audio file,Latin,Djavan,1,,
856,Faltando Um Pedaço,MPEG audio file,Latin,Djavan,1,,
857,Álibi,MPEG audio file,Latin,Djavan,1,,
858,Esquinas,MPEG audio file,Latin,Djavan,1,,
859,Se...,MPEG audio file,Latin,Djavan,1,,
860,Eu Te Devoro,MPEG audio file,Latin,Djavan,1,,
861,Lilás,MPEG audio file,Latin,Djavan,1,,
862,Acelerou,MPEG audio file,Latin,Djavan,1,,
863,Um Amor Puro,MPEG audio file,Latin,Djavan,1,,
864,Samurai,MPEG audio file,Latin,Djavan,1,,
865,Nem Um Dia,MPEG audio file,Latin,Djavan,1,,
866,Oceano,MPEG audio file,Latin,Djavan,1,,
867,Açai,MPEG audio file,Latin,Djavan,1,,
868,Serrado,MPEG audio file,Latin,Djavan,1,,
869,Flor De Lis,MPEG audio file,Latin,Djavan,1,,
870,Amar É Tudo,MPEG audio file,Latin,Djavan,1,,
871,Azul,MPEG audio file,Latin,Djavan,1,,
872,Seduzir,MPEG audio file,Latin,Djavan,1,,
873,A Carta,MPEG audio file,Latin,Djavan,1,,
874,Sina,MPEG audio file,Latin,Djavan,1,,
875,Acelerou,MPEG audio file,Latin,Djavan,1,,
876,Um Amor Puro,MPEG audio file,Latin,Djavan,1,,
877,O Bêbado e a Equilibrista,MPEG audio file,Latin,Elis Regina,1,,
878,O Mestre-Sala dos Mares,MPEG audio file,Latin,Elis Regina,1,,
879,Atrás da Porta,MPEG audio file,Latin,Elis Regina,1,,
880,"Dois Pra Lá, Dois Pra Cá",MPEG audio file,Latin,Elis Regina,1,,
881,Casa no Campo,MPEG audio file,Latin,Elis Regina,1,,
882,Romaria,MPEG audio file,Latin,Elis Regina,1,,
883,"Alô, Alô, Marciano",MPEG audio file,Latin,Elis Regina,1,,
884,Me Deixas Louca,MPEG audio file,Latin,Elis Regina,1,,
885,Fascinação,MPEG audio file,Latin,Elis Regina,1,,
886,Saudosa Maloca,MPEG audio file,Latin,Elis Regina,1,,
887,As Aparências Enganam,MPEG audio file,Latin,Elis Regina,1,,
888,Madalena,MPEG audio file,Latin,Elis Regina,1,,
889,Maria Rosa,MPEG audio file,Latin,Elis Regina,1,,
890,Aprendendo A Jogar,MPEG audio file,Latin,Elis Regina,1,,
891,Layla,MPEG audio file,Blues,Eric Clapton,1,,
892,Badge,MPEG audio file,Blues,Eric Clapton,1,,
893,I Feel Free,MPEG audio file,Blues,Eric Clapton,1,,
894,Sunshine Of Your Love,MPEG audio file,Blues,Eric Clapton,1,,
895,Crossroads,MPEG audio file,Blues,Eric Clapton,1,,
896,Strange Brew,MPEG audio file,Blues,Eric Clapton,1,,
897,White Room,MPEG audio file,Blues,Eric Clapton,1,,
898,Bell Bottom Blues,MPEG audio file,Blues,Eric Clapton,1,,
899,Cocaine,MPEG audio file,Blues,Eric Clapton,1,,
900,I Shot The Sheriff,MPEG audio file,Blues,Eric Clapton,1,,
901,After Midnight,MPEG audio file,Blues,Eric Clapton,1,,
902,Swing Low Sweet Chariot,MPEG audio file,Blues,Eric Clapton,1,,
903,Lay Down Sally,MPEG audio file,Blues,Eric Clapton,1,,
904,Knockin On Heavens Door,MPEG audio file,Blues,Eric Clapton,1,,
905,Wonderful Tonight,MPEG audio file,Blues,Eric Clapton,1,,
906,Let It Grow,MPEG audio file,Blues,Eric Clapton,1,,
907,Promises,MPEG audio file,Blues,Eric Clapton,1,,
908,I Can't Stand It,MPEG audio file,Blues,Eric Clapton,1,,
909,Signe,MPEG audio file,Blues,Eric Clapton,1,,
910,Before You Accuse Me,MPEG audio file,Blues,Eric Clapton,1,,
911,Hey Hey,MPEG audio file,Blues,Eric Clapton,1,,
912,Tears In Heaven,MPEG audio file,Blues,Eric Clapton,1,,
913,Lonely Stranger,MPEG audio file,Blues,Eric Clapton,1,,
914,Nobody Knows You When You're Down & Out,MPEG audio file,Blues,Eric Clapton,1,,
915,Layla,MPEG audio file,Blues,Eric Clapton,1,,
916,Running On Faith,MPEG audio file,Blues,Eric Clapton,1,,
917,Walkin' Blues,MPEG audio file,Blues,Eric Clapton,1,,
918,Alberta,MPEG audio file,Blues,Eric Clapton,1,,
919,San Francisco Bay Blues,MPEG audio file,Blues,Eric Clapton,1,,
920,Malted Milk,MPEG audio file,Blues,Eric Clapton,1,,
921,Old Love,MPEG audio file,Blues,Eric Clapton,1,,
922,Rollin' And Tumblin',MPEG audio file,Blues,Eric Clapton,1,,
923,Collision,MPEG audio file,Alternative & Punk,Faith No More,1,,
924,Stripsearch,MPEG audio file,Alternative & Punk,Faith No More,1,,
925,Last Cup Of Sorrow,MPEG audio file,Alternative & Punk,Faith No More,1,,
926,Naked In Front Of The Computer,MPEG audio file,Alternative & Punk,Faith No More,1,,
927,Helpless,MPEG audio file,Alternative & Punk,Faith No More,1,,
928,Mouth To Mouth,MPEG audio file,Alternative & Punk,Faith No More,1,,
929,Ashes To Ashes,MPEG audio file,Alternative & Punk,Faith No More,1,,
930,She Loves Me Not,MPEG audio file,Alternative & Punk,Faith No More,1,,
931,Got That Feeling,MPEG audio file,Alternative & Punk,Faith No More,1,,
932,Paths Of Glory,MPEG audio file,Alternative & Punk,Faith No More,1,,
933,Home Sick Home,MPEG audio file,Alternative & Punk,Faith No More,1,,
934,Pristina,MPEG audio file,Alternative & Punk,Faith No More,1,,
935,Land Of Sunshine,MPEG audio file,Alternative & Punk,Faith No More,1,,
936,Caffeine,MPEG audio file,Alternative & Punk,Faith No More,1,,
937,Midlife Crisis,MPEG audio file,Alternative & Punk,Faith No More,1,,
938,RV,MPEG audio file,Alternative & Punk,Faith No More,1,,
939,Smaller And Smaller,MPEG audio file,Alternative & Punk,Faith No More,1,,
940,Everything's Ruined,MPEG audio file,Alternative & Punk,Faith No More,1,,
941,Malpractice,MPEG audio file,Alternative & Punk,Faith No More,1,,
942,Kindergarten,MPEG audio file,Alternative & Punk,Faith No More,1,,
943,Be Aggressive,MPEG audio file,Alternative & Punk,Faith No More,1,,
944,A Small Victory,MPEG audio file,Alternative & Punk,Faith No More,1,,
945,Crack Hitler,MPEG audio file,Alternative & Punk,Faith No More,1,,
946,Jizzlobber,MPEG audio file,Alternative & Punk,Faith No More,1,,
947,Midnight Cowboy,MPEG audio file,Alternative & Punk,Faith No More,1,,
948,Easy,MPEG audio file,Alternative & Punk,Faith No More,1,,
949,Get Out,MPEG audio file,Rock,Faith No More,1,,
950,Ricochet,MPEG audio file,Rock,Faith No More,1,,
951,Evidence,MPEG audio file,Rock,Faith No More,1,,
952,The Gentle Art Of Making Enemies,MPEG audio file,Rock,Faith No More,1,,
953,Star A.D.,MPEG audio file,Rock,Faith No More,1,,
954,Cuckoo For Caca,MPEG audio file,Rock,Faith No More,1,,
955,Caralho Voador,MPEG audio file,Rock,Faith No More,1,,
956,Ugly In The Morning,MPEG audio file,Rock,Faith No More,1,,
957,Digging The Grave,MPEG audio file,Rock,Faith No More,1,,
958,Take This Bottle,MPEG audio file,Rock,Faith No More,1,,
959,King For A Day,MPEG audio file,Rock,Faith No More,1,,
960,What A Day,MPEG audio file,Rock,Faith No More,1,,
961,The Last To Know,MPEG audio file,Rock,Faith No More,1,,
962,Just A Man,MPEG audio file,Rock,Faith No More,1,,
963,Absolute Zero,MPEG audio file,Rock,Faith No More,1,,
964,From Out Of Nowhere,MPEG audio file,Alternative & Punk,Faith No More,1,,
965,Epic,MPEG audio file,Alternative & Punk,Faith No More,1,,
966,Falling To Pieces,MPEG audio file,Alternative & Punk,Faith No More,1,,
967,Surprise! You're Dead!,MPEG audio file,Alternative & Punk,Faith No More,1,,
968,Zombie Eaters,MPEG audio file,Alternative & Punk,Faith No More,1,,
969,The Real Thing,MPEG audio file,Alternative & Punk,Faith No More,1,,
970,Underwater Love,MPEG audio file,Alternative & Punk,Faith No More,1,,
971,The Morning After,MPEG audio file,Alternative & Punk,Faith No More,1,,
972,Woodpecker From Mars,MPEG audio file,Alternative & Punk,Faith No More,1,,
973,War Pigs,MPEG audio file,Alternative & Punk,Faith No More,1,,
974,Edge Of The World,MPEG audio file,Alternative & Punk,Faith No More,1,,
975,Deixa Entrar,MPEG audio file,Latin,Falamansa,1,,
976,Falamansa Song,MPEG audio file,Latin,Falamansa,1,,
977,Xote Dos Milagres,MPEG audio file,Latin,Falamansa,1,,
978,Rindo À Toa,MPEG audio file,Latin,Falamansa,1,,
979,Confidência,MPEG audio file,Latin,Falamansa,1,,
980,Forró De Tóquio,MPEG audio file,Latin,Falamansa,1,,
981,Zeca Violeiro,MPEG audio file,Latin,Falamansa,1,,
982,Avisa,MPEG audio file,Latin,Falamansa,1,,
983,Principiando/Decolagem,MPEG audio file,Latin,Falamansa,1,,
984,Asas,MPEG audio file,Latin,Falamansa,1,,
985,Medo De Escuro,MPEG audio file,Latin,Falamansa,1,,
986,Oração,MPEG audio file,Latin,Falamansa,1,,
987,Minha Gata,MPEG audio file,Latin,Falamansa,1,,
988,Desaforo,MPEG audio file,Latin,Falamansa,1,,
989,In Your Honor,MPEG audio file,Rock,Foo Fighters,1,,
990,No Way Back,MPEG audio file,Rock,Foo Fighters,1,,
991,Best Of You,MPEG audio file,Rock,Foo Fighters,1,,
992,DOA,MPEG audio file,Rock,Foo Fighters,1,,
993,Hell,MPEG audio file,Rock,Foo Fighters,1,,
994,The Last Song,MPEG audio file,Rock,Foo Fighters,1,,
995,Free Me,MPEG audio file,Rock,Foo Fighters,1,,
996,Resolve,MPEG audio file,Rock,Foo Fighters,1,,
997,The Deepest Blues Are Black,MPEG audio file,Rock,Foo Fighters,1,,
998,End Over End,MPEG audio file,Rock,Foo Fighters,1,,
999,Still,MPEG audio file,Rock,Foo Fighters,1,,
1000,What If I Do?,MPEG audio file,Rock,Foo Fighters,1,,
1001,Miracle,MPEG audio file,Rock,Foo Fighters,1,,
1002,Another Round,MPEG audio file,Rock,Foo Fighters,1,,
1003,Friend Of A Friend,MPEG audio file,Rock,Foo Fighters,1,,
1004,Over And Out,MPEG audio file,Rock,Foo Fighters,1,,
1005,On The Mend,MPEG audio file,Rock,Foo Fighters,1,,
1006,Virginia Moon,MPEG audio file,Rock,Foo Fighters,1,,
1007,Cold Day In The Sun,MPEG audio file,Rock,Foo Fighters,1,,
1008,Razor,MPEG audio file,Rock,Foo Fighters,1,,
1009,All My Life,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1010,Low,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1011,Have It All,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1012,Times Like These,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1013,Disenchanted Lullaby,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1014,Tired Of You,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1015,Halo,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1016,Lonely As You,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1017,Overdrive,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1018,Burn Away,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1019,Come Back,MPEG audio file,Alternative & Punk,Foo Fighters,1,,
1020,Doll,MPEG audio file,Rock,Foo Fighters,1,,
1021,Monkey Wrench,MPEG audio file,Rock,Foo Fighters,1,,
1022,"Hey, Johnny Park!",MPEG audio file,Rock,Foo Fighters,1,,
1023,My Poor Brain,MPEG audio file,Rock,Foo Fighters,1,,
1024,Wind Up,MPEG audio file,Rock,Foo Fighters,1,,
1025,Up In Arms,MPEG audio file,Rock,Foo Fighters,1,,
1026,My Hero,MPEG audio file,Rock,Foo Fighters,1,,
1027,See You,MPEG audio file,Rock,Foo Fighters,1,,
1028,Enough Space,MPEG audio file,Rock,Foo Fighters,1,,
1029,February Stars,MPEG audio file,Rock,Foo Fighters,1,,
1030,Everlong,MPEG audio file,Rock,Foo Fighters,1,,
1031,Walking After You,MPEG audio file,Rock,Foo Fighters,1,,
1032,New Way Home,MPEG audio file,Rock,Foo Fighters,1,,
1033,My Way,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1034,Strangers In The Night,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1035,"New York, New York",MPEG audio file,Easy Listening,Frank Sinatra,1,,
1036,I Get A Kick Out Of You,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1037,Something Stupid,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1038,Moon River,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1039,What Now My Love,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1040,Summer Love,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1041,For Once In My Life,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1042,Love And Marriage,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1043,They Can't Take That Away From Me,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1044,My Kind Of Town,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1045,Fly Me To The Moon,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1046,I've Got You Under My Skin,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1047,The Best Is Yet To Come,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1048,It Was A Very Good Year,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1049,Come Fly With Me,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1050,That's Life,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1051,The Girl From Ipanema,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1052,The Lady Is A Tramp,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1053,"Bad, Bad Leroy Brown",MPEG audio file,Easy Listening,Frank Sinatra,1,,
1054,Mack The Knife,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1055,Loves Been Good To Me,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1056,L.A. Is My Lady,MPEG audio file,Easy Listening,Frank Sinatra,1,,
1057,Entrando Na Sua (Intro),MPEG audio file,Latin,Funk Como Le Gusta,1,,
1058,Nervosa,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1059,Funk De Bamba (Com Fernanda Abreu),MPEG audio file,Latin,Funk Como Le Gusta,1,,
1060,Call Me At Cleo´s,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1061,Olhos Coloridos (Com Sandra De Sá),MPEG audio file,Latin,Funk Como Le Gusta,1,,
1062,Zambação,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1063,Funk Hum,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1064,Forty Days (Com DJ Hum),MPEG audio file,Latin,Funk Como Le Gusta,1,,
1065,Balada Da Paula,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1066,Dujji,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1067,Meu Guarda-Chuva,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1068,Motéis,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1069,Whistle Stop,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1070,16 Toneladas,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1071,Divirta-Se (Saindo Da Sua),MPEG audio file,Latin,Funk Como Le Gusta,1,,
1072,Forty Days Instrumental,MPEG audio file,Latin,Funk Como Le Gusta,1,,
1073,Óia Eu Aqui De Novo,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1074,Baião Da Penha,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1075,Esperando Na Janela,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1076,Juazeiro,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1077,Último Pau-De-Arara,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1078,Asa Branca,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1079,Qui Nem Jiló,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1080,Assum Preto,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1081,Pau-De-Arara,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1082,A Volta Da Asa Branca,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1083,O Amor Daqui De Casa,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1084,As Pegadas Do Amor,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1085,Lamento Sertanejo,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1086,Casinha Feliz,MPEG audio file,Soundtrack,Gilberto Gil,1,,
1087,Introdução (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1088,Palco (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1089,Is This Love (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1090,Stir It Up (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1091,Refavela (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1092,Vendedor De Caranguejo (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1093,Quanta (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1094,Estrela (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1095,Pela Internet (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1096,Cérebro Eletrônico (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1097,Opachorô (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1098,Copacabana (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1099,A Novidade (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1100,Ghandi (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1101,De Ouro E Marfim (Live),MPEG audio file,Latin,Gilberto Gil,1,,
1102,Doce De Carnaval (Candy All),MPEG audio file,Jazz,Gilberto Gil,1,,
1103,Lamento De Carnaval,MPEG audio file,Jazz,Gilberto Gil,1,,
1104,Pretinha,MPEG audio file,Jazz,Gilberto Gil,1,,
1105,A Novidade,MPEG audio file,Latin,Eric Clapton,1,,
1106,Tenho Sede,MPEG audio file,Latin,Eric Clapton,1,,
1107,Refazenda,MPEG audio file,Latin,Eric Clapton,1,,
1108,Realce,MPEG audio file,Latin,Eric Clapton,1,,
1109,Esotérico,MPEG audio file,Latin,Eric Clapton,1,,
1110,Drão,MPEG audio file,Latin,Eric Clapton,1,,
1111,A Paz,MPEG audio file,Latin,Eric Clapton,1,,
1112,Beira Mar,MPEG audio file,Latin,Eric Clapton,1,,
1113,Sampa,MPEG audio file,Latin,Eric Clapton,1,,
1114,Parabolicamará,MPEG audio file,Latin,Eric Clapton,1,,
1115,Tempo Rei,MPEG audio file,Latin,Eric Clapton,1,,
1116,Expresso 2222,MPEG audio file,Latin,Eric Clapton,1,,
1117,Aquele Abraço,MPEG audio file,Latin,Eric Clapton,1,,
1118,Palco,MPEG audio file,Latin,Eric Clapton,1,,
1119,Toda Menina Baiana,MPEG audio file,Latin,Eric Clapton,1,,
1120,Sítio Do Pica-Pau Amarelo,MPEG audio file,Latin,Eric Clapton,1,,
1121,Straight Out Of Line,MPEG audio file,Metal,Godsmack,1,,
1122,Faceless,MPEG audio file,Metal,Godsmack,1,,
1123,Changes,MPEG audio file,Metal,Godsmack,1,,
1124,Make Me Believe,MPEG audio file,Metal,Godsmack,1,,
1125,I Stand Alone,MPEG audio file,Metal,Godsmack,1,,
1126,Re-Align,MPEG audio file,Metal,Godsmack,1,,
1127,I Fucking Hate You,MPEG audio file,Metal,Godsmack,1,,
1128,Releasing The Demons,MPEG audio file,Metal,Godsmack,1,,
1129,Dead And Broken,MPEG audio file,Metal,Godsmack,1,,
1130,I Am,MPEG audio file,Metal,Godsmack,1,,
1131,The Awakening,MPEG audio file,Metal,Godsmack,1,,
1132,Serenity,MPEG audio file,Metal,Godsmack,1,,
1133,American Idiot,MPEG audio file,Alternative & Punk,Green Day,1,,
1134,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,MPEG audio file,Alternative & Punk,Green Day,1,,
1135,Holiday,MPEG audio file,Alternative & Punk,Green Day,1,,
1136,Boulevard Of Broken Dreams,MPEG audio file,Alternative & Punk,Green Day,1,,
1137,Are We The Waiting,MPEG audio file,Alternative & Punk,Green Day,1,,
1138,St. Jimmy,MPEG audio file,Alternative & Punk,Green Day,1,,
1139,Give Me Novacaine,MPEG audio file,Alternative & Punk,Green Day,1,,
1140,She's A Rebel,MPEG audio file,Alternative & Punk,Green Day,1,,
1141,Extraordinary Girl,MPEG audio file,Alternative & Punk,Green Day,1,,
1142,Letterbomb,MPEG audio file,Alternative & Punk,Green Day,1,,
1143,Wake Me Up When September Ends,MPEG audio file,Alternative & Punk,Green Day,1,,
1144,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,MPEG audio file,Alternative & Punk,Green Day,1,,
1145,Whatsername,MPEG audio file,Alternative & Punk,Green Day,1,,
1146,Welcome to the Jungle,Protected AAC audio file,Rock,Guns N' Roses,1,,
1147,It's So Easy,Protected AAC audio file,Rock,Guns N' Roses,1,,
1148,Nightrain,Protected AAC audio file,Rock,Guns N' Roses,1,,
1149,Out Ta Get Me,Protected AAC audio file,Rock,Guns N' Roses,1,,
1150,Mr. Brownstone,Protected AAC audio file,Rock,Guns N' Roses,1,,
1151,Paradise City,Protected AAC audio file,Rock,Guns N' Roses,1,,
1152,My Michelle,Protected AAC audio file,Rock,Guns N' Roses,1,,
1153,Think About You,Protected AAC audio file,Rock,Guns N' Roses,1,,
1154,Sweet Child O' Mine,Protected AAC audio file,Rock,Guns N' Roses,1,,
1155,You're Crazy,Protected AAC audio file,Rock,Guns N' Roses,1,,
1156,Anything Goes,Protected AAC audio file,Rock,Guns N' Roses,1,,
