TrackId,GenreId,AlbumId,PlaylistTrackViews,Milliseconds,SumTimeViews,IsCurrent,StartDate,EndDate
968,4,77,2,360881,721762,1,,
1051,12,83,2,193750,387500,1,,
1300,13,102,2,183666,367332,1,,
218,7,21,3,299337,898011,1,,
719,7,56,2,204538,409076,1,,
905,6,72,3,221387,664161,1,,
659,11,52,2,212636,425272,1,,
327,9,29,2,230791,461582,1,,
32,1,5,3,215875,647625,1,,
1655,1,136,2,625502,1251004,1,,
1987,1,163,3,160235,480705,1,,
573,1,46,3,282827,848481,1,,
364,10,32,2,284342,568684,1,,
513,7,41,3,180950,542850,1,,
1841,3,151,3,398942,1196826,1,,
1260,1,99,3,280607,841821,1,,
2926,1,232,3,276349,829047,1,,
3175,19,249,2,1317125,2634250,1,,
2488,4,202,3,261172,783516,1,,
613,2,49,2,487392,974784,1,,
619,2,49,2,378775,757550,1,,
1947,3,160,2,192600,385200,1,,
1154,1,90,2,356424,712848,1,,
1160,1,91,3,184016,552048,1,,
467,2,38,3,274259,822777,1,,
1552,3,125,2,222197,444394,1,,
3467,9,322,2,234200,468400,1,,
2634,1,213,2,238158,476316,1,,
2388,1,194,2,217835,435670,1,,
2880,19,230,2,2615244,5230488,1,,
3321,15,259,2,359000,718000,1,,
2239,17,184,3,172591,517773,1,,
321,7,28,2,266605,533210,1,,
2780,7,223,2,252943,505886,1,,
178,4,18,3,6635,19905,1,,
510,7,41,3,222406,667218,1,,
1174,3,92,3,461165,1383495,1,,
12,1,1,2,263288,526576,1,,
676,1,54,2,272091,544182,1,,
1008,1,80,2,293276,586552,1,,
3095,1,245,3,324414,973242,1,,
533,4,42,2,518556,1037112,1,,
2574,6,209,2,222720,445440,1,,
2242,17,184,3,165146,495438,1,,
1529,7,123,3,128078,384234,1,,
35,1,5,3,251036,753108,1,,
1031,1,82,3,303856,911568,1,,
2027,1,165,2,329795,659590,1,,
2193,1,181,3,231758,695274,1,,
3072,1,243,2,227761,455522,1,,
2740,1,221,2,197224,394448,1,,
367,10,32,2,274808,549616,1,,
3238,20,253,2,2923298,5846596,1,,
390,7,33,2,213655,427310,1,,
2050,7,167,3,244976,734928,1,,
1386,3,111,2,391314,782628,1,,
2219,8,141,2,230191,460382,1,,
2382,1,194,2,193906,387812,1,,
2883,19,230,2,2612894,5225788,1,,
3215,22,251,2,1302093,2604186,1,,
3401,23,271,2,301974,603948,1,,
1200,2,93,3,377155,1131465,1,,
868,7,70,3,295314,885942,1,,
1741,7,143,2,261041,522082,1,,
155,3,16,2,212062,424124,1,,
1864,3,153,3,395520,1186560,1,,
1409,1,114,3,539689,1619067,1,,
2405,1,195,3,205635,616905,1,,
2860,19,231,2,2564958,5129916,1,,
845,2,68,2,368875,737750,1,,
1509,7,122,2,343484,686968,1,,
1343,3,106,2,445283,890566,1,,
3258,9,255,2,215084,430168,1,,
2007,1,164,4,256992,1027968,1,,
1486,1,120,2,164989,329978,1,,
3281,1,256,3,282678,848034,1,,
3115,1,246,2,237844,475688,1,,
3381,23,270,2,218498,436996,1,,
2717,4,219,3,261903,785709,1,,
135,3,14,2,319373,638746,1,,
1217,3,95,3,289358,868074,1,,
1884,3,155,2,505626,1011252,1,,
553,1,44,2,242494,484988,1,,
2548,1,206,3,333191,999573,1,,
653,11,52,2,226168,452336,1,,
3407,24,276,4,193722,774888,1,,
1907,2,157,2,318328,636656,1,,
702,1,55,2,178181,356362,1,,
1243,1,97,2,385541,771082,1,,
1366,1,109,2,351869,703738,1,,
112,5,12,3,106396,319188,1,,
931,4,74,3,140852,422556,1,,
2176,4,179,2,329743,659486,1,,
1678,7,139,3,295053,885159,1,,
1927,7,158,2,321828,643656,1,,
1180,3,92,3,424960,1274880,1,,
1429,14,115,3,239072,717216,1,,
3089,1,244,2,203258,406516,1,,
3338,21,261,2,2611903,5223806,1,,
2070,7,168,2,176431,352862,1,,
1572,1,126,3,283898,851694,1,,
2697,1,218,3,264019,792057,1,,
2568,1,208,3,526471,1579413,1,,
1074,10,85,2,247928,495856,1,,
3195,19,250,2,1268333,2536666,1,,
3301,17,258,3,69120,207360,1,,
633,2,51,2,179565,359130,1,,
882,7,71,2,242834,485668,1,,
2554,3,207,2,63764,127528,1,,
304,8,27,3,225488,676464,1,,
55,1,7,3,222955,668865,1,,
1715,1,141,2,342648,685296,1,,
2319,4,190,2,245315,490630,1,,
241,7,23,2,317570,635140,1,,
696,1,55,2,244114,488228,1,,
1237,1,97,2,378984,757968,1,,
1323,1,104,3,318511,955533,1,,
2946,1,233,2,257776,515552,1,,
596,7,47,3,238027,714081,1,,
2760,7,222,2,115461,230922,1,,
98,1,10,2,317492,634984,1,,
341,1,30,3,183327,549981,1,,
347,1,30,3,185260,555780,1,,
2013,1,164,4,196440,785760,1,,
2262,1,185,2,164231,328462,1,,
2511,1,203,3,352966,1058898,1,,
988,7,78,2,174524,349048,1,,
3152,7,248,3,270393,811179,1,,
2611,1,212,2,219088,438176,1,,
490,1,40,2,439510,879020,1,,
447,1,37,3,219742,659226,1,,
2113,1,175,3,240796,722388,1,,
2654,1,215,3,241031,723093,1,,
2803,4,225,3,170684,512052,1,,
639,2,51,2,282331,564662,1,,
888,7,71,3,157387,472161,1,,
1721,7,143,2,242808,485616,1,,
1970,3,162,3,269844,809532,1,,
3052,1,242,2,186723,373446,1,,
2362,4,193,3,217234,651702,1,,
198,6,20,2,235311,470622,1,,
3444,24,310,5,275015,1375075,1,,
1280,13,101,2,203049,406098,1,,
739,7,57,2,189466,378932,1,,
1821,3,149,3,265769,797307,1,,
2903,21,229,2,2635343,5270686,1,,
522,7,23,3,193410,580230,1,,
854,7,69,3,338755,1016265,1,,
1518,7,122,3,227526,682578,1,,
1186,3,92,3,284238,852714,1,,
1850,3,151,3,351738,1055214,1,,
2182,1,180,2,195108,390216,1,,
2514,1,203,3,248476,745428,1,,
2846,21,228,2,2613988,5227976,1,,
2537,6,205,2,140826,281652,1,,
1873,3,153,3,496065,1488195,1,,
1209,1,94,2,444614,889228,1,,
2205,1,182,3,169325,507975,1,,
1541,16,124,2,118804,237608,1,,
2869,19,231,2,2563833,5127666,1,,
3201,19,251,2,1297213,2594426,1,,
1140,4,89,2,120528,241056,1,,
476,4,39,3,135888,407664,1,,
144,3,15,2,194873,389746,1,,
808,1,65,2,263862,527724,1,,
167,4,18,3,204251,612753,1,,
1827,3,149,3,292127,876381,1,,
499,1,40,2,283585,567170,1,,
831,1,67,3,244741,734223,1,,
1163,1,91,3,156268,468804,1,,
1495,1,120,2,212453,424906,1,,
1017,4,81,2,270550,541100,1,,
1687,7,140,3,236826,710478,1,,
1681,7,139,3,323056,969168,1,,
353,1,31,2,171284,342568,1,,
2351,1,192,2,134896,269792,1,,
3015,1,238,3,258194,774582,1,,
2328,4,190,2,172016,344032,1,,
330,9,29,2,190093,380186,1,,
994,1,79,2,199523,399046,1,,
1000,1,80,2,302994,605988,1,,
453,1,37,3,262243,786729,1,,
1664,1,137,2,353358,706716,1,,
2992,1,237,2,353567,707134,1,,
307,8,27,3,178155,534465,1,,
2228,8,141,2,366733,733466,1,,
3061,1,242,2,165146,330292,1,,
2892,21,231,2,2600333,5200666,1,,
2374,4,193,3,71941,215823,1,,
3038,8,241,3,196179,588537,1,,
2915,19,230,2,2618487,5236974,1,,
516,7,23,4,242938,971752,1,,
267,7,24,3,210155,630465,1,,
2769,7,223,3,152607,457821,1,,
184,3,19,3,246177,738531,1,,
2437,1,141,3,232594,697782,1,,
3184,19,250,2,1299341,2598682,1,,
3410,24,279,5,582029,2910145,1,,
871,7,70,3,253962,761886,1,,
2082,7,169,2,208352,416704,1,,
1203,1,94,2,526255,1052510,1,,
1750,1,144,2,133093,266186,1,,
3078,1,243,3,308950,926850,1,,
2723,4,220,3,177711,533133,1,,
230,7,23,3,283402,850206,1,,
313,7,28,2,311353,622706,1,,
1063,7,84,3,244453,733359,1,,
562,7,45,2,298318,596636,1,,
1558,3,125,2,292179,584358,1,,
1890,3,155,2,429479,858958,1,,
1309,1,103,3,213106,639318,1,,
1395,1,113,3,678008,2034024,1,,
1641,1,134,2,296228,592456,1,,
2391,1,195,3,238837,716511,1,,
2577,6,209,2,368300,736600,1,,
917,6,73,3,226429,679287,1,,
1249,13,98,2,516649,1033298,1,,
2245,17,184,3,171964,515892,1,,
376,7,33,2,225097,450194,1,,
2036,7,166,2,159555,319110,1,,
708,1,55,2,385619,771238,1,,
622,1,50,2,854700,1709400,1,,
954,1,76,3,222902,668706,1,,
1704,1,141,2,204199,408398,1,,
1349,3,107,2,320548,641096,1,,
1355,3,108,2,366785,733570,1,,
21,1,4,2,254380,508760,1,,
768,1,61,3,424829,1274487,1,,
1604,1,130,2,254406,508812,1,,
2683,1,217,3,302497,907491,1,,
2932,1,232,3,268982,806946,1,,
2291,4,188,2,231706,463412,1,,
1455,15,118,3,529684,1589052,1,,
127,2,13,2,582086,1164172,1,,
662,7,53,2,163970,327940,1,,
668,7,53,2,206994,413988,1,,
1996,1,163,3,281887,845661,1,,
121,5,12,3,106266,318798,1,,
1057,7,84,3,179252,537756,1,,
1896,3,156,2,446484,892968,1,,
814,1,65,2,242886,485772,1,,
2142,1,177,2,258638,517276,1,,
2975,1,236,3,319582,958746,1,,
2978,1,236,3,322533,967599,1,,
3224,21,229,2,5088838,10177676,1,,
3370,23,269,3,342539,1027617,1,,
2288,4,188,2,192862,385724,1,,
2583,6,210,2,371879,743758,1,,
2042,7,166,2,206001,412002,1,,
3124,7,247,2,236591,473182,1,,
370,10,32,2,248293,496586,1,,
2829,18,227,2,2618750,5237500,1,,
1269,6,100,2,196284,392568,1,,
1103,2,87,2,294530,589060,1,,
605,2,48,2,168777,337554,1,,
273,7,25,3,183640,550920,1,,
1767,7,145,2,129410,258820,1,,
2763,7,222,2,171389,342778,1,,
771,1,61,3,243017,729051,1,,
2265,1,185,2,175960,351920,1,,
914,6,73,3,231836,695508,1,,
1246,13,98,2,228623,457246,1,,
1910,2,157,2,134191,268382,1,,
250,7,24,3,249600,748800,1,,
1744,7,143,2,231993,463986,1,,
748,1,58,2,230922,461844,1,,
1412,1,114,3,483657,1450971,1,,
2477,4,201,2,240901,481802,1,,
2812,4,225,3,224261,672783,1,,
891,6,72,3,430733,1292199,1,,
3141,3,141,3,250853,752559,1,,
3476,9,322,2,300884,601768,1,,
58,1,7,3,284969,854907,1,,
2145,1,177,2,198844,397688,1,,
536,4,42,2,195186,390372,1,,
2786,4,224,3,199131,597393,1,,
3118,7,247,2,421093,842186,1,,
81,3,9,3,288208,864624,1,,
1126,3,88,2,260884,521768,1,,
413,3,35,3,472764,1418292,1,,
2122,1,175,3,345626,1036878,1,,
1077,10,85,2,200437,400874,1,,
2600,4,211,3,189675,569025,1,,
1936,7,159,2,286249,572498,1,,
2102,3,174,2,344241,688482,1,,
1438,1,116,3,383033,1149099,1,,
436,1,37,3,218880,656640,1,,
3353,1,265,2,212044,424088,1,,
3453,24,319,4,253281,1013124,1,,
1289,3,102,2,366550,733100,1,,
1953,3,160,2,168071,336142,1,,
1787,14,146,2,218540,437080,1,,
2451,1,199,2,250122,500244,1,,
3310,17,258,3,21211,63633,1,,
64,2,8,2,285048,570096,1,,
728,7,56,2,298919,597838,1,,
1810,3,148,3,308610,925830,1,,
1979,3,162,3,279980,839940,1,,
2643,1,214,2,200097,400194,1,,
1146,1,90,2,273552,547104,1,,
2079,7,169,2,227918,455836,1,,
3161,7,248,3,206994,620982,1,,
38,1,6,3,284891,854673,1,,
2620,1,212,2,231862,463724,1,,
3284,1,256,3,258343,775029,1,,
579,1,46,3,292832,878496,1,,
2743,1,221,2,309472,618944,1,,
101,4,11,2,279484,558968,1,,
3433,24,300,4,307244,1228976,1,,
599,2,48,2,345025,690050,1,,
350,1,30,3,711836,2135508,1,,
2520,1,203,3,347898,1043694,1,,
207,7,21,3,148793,446379,1,,
1916,7,158,3,238550,715650,1,,
1369,1,109,2,317335,634670,1,,
2414,1,196,3,175412,526236,1,,
2912,21,229,2,2616032,5232064,1,,
3304,17,258,3,7941,23823,1,,
977,7,78,3,269557,808671,1,,
2059,7,167,3,182517,547551,1,,
1226,3,96,3,282488,847464,1,,
1973,3,162,3,276767,830301,1,,
2222,8,141,2,239751,479502,1,,
2308,1,189,3,212062,636186,1,,
3055,1,242,2,206968,413936,1,,
1040,12,83,2,174994,349988,1,,
585,7,47,3,286302,858906,1,,
44,1,6,3,239699,719097,1,,
1581,1,127,3,1116734,3350202,1,,
1667,1,138,2,749897,1499794,1,,
2663,1,215,3,290951,872853,1,,
3290,1,257,3,332740,998220,1,,
934,4,74,3,232698,698094,1,,
1183,3,92,3,246491,739473,1,,
1432,14,115,3,188212,564636,1,,
685,1,54,2,149394,298788,1,,
3098,1,245,3,331728,995184,1,,
2849,21,228,2,2594761,5189522,1,,
3347,19,261,2,2612028,5224056,1,,
3496,24,340,4,51780,207120,1,,
1332,3,105,3,247510,742530,1,,
293,8,26,2,256026,512052,1,,
791,1,63,3,320992,962976,1,,
834,1,67,3,257280,771840,1,,
2457,1,199,2,314723,629446,1,,
2955,1,234,3,202631,607893,1,,
2998,1,237,2,255869,511738,1,,
1475,4,119,2,270497,540994,1,,
2806,4,225,3,213289,639867,1,,
642,2,51,2,198556,397112,1,,
1724,7,143,2,180636,361272,1,,
393,7,34,3,313704,941112,1,,
2557,3,207,2,131787,263574,1,,
542,4,42,2,382981,765962,1,,
2165,4,179,2,234344,468688,1,,
2706,4,219,3,205087,615261,1,,
1,1,1,3,343719,1031157,1,,
1624,1,132,2,150230,300460,1,,
1083,10,85,2,148636,297272,1,,
3247,20,253,2,2923548,5847096,1,,
1684,7,139,3,173897,521691,1,,
1352,3,108,2,115931,231862,1,,
688,1,54,2,152946,305892,1,,
1020,1,82,3,83487,250461,1,,
356,1,31,2,144483,288966,1,,
2016,1,165,2,209188,418376,1,,
2348,1,192,2,232515,465030,1,,
2680,1,217,3,365844,1097532,1,,
3367,23,269,4,246292,985168,1,,
2371,4,193,3,193593,580779,1,,
1043,12,83,2,161227,322454,1,,
2039,7,166,2,217286,434572,1,,
1375,3,110,2,593580,1187160,1,,
1707,1,141,2,273815,547630,1,,
2703,1,218,3,375092,1125276,1,,
3035,1,240,3,225697,677091,1,,
3390,23,271,2,217732,435464,1,,
2726,4,220,3,317257,951771,1,,
2062,7,167,3,259186,777558,1,,
141,3,14,2,359157,718314,1,,
2394,1,195,3,255973,767919,1,,
3058,1,242,2,225985,451970,1,,
3227,20,253,2,2956081,5912162,1,,
2895,21,229,2,2629879,5259758,1,,
2540,6,205,2,201586,403172,1,,
3413,24,282,4,394482,1577928,1,,
2208,1,182,3,215510,646530,1,,
3081,1,244,2,216032,432064,1,,
2749,1,221,2,299232,598464,1,,
2872,19,231,2,2587041,5174082,1,,
3204,19,251,2,1280113,2560226,1,,
3436,24,303,5,406000,2030000,1,,
851,7,69,3,270080,810240,1,,
1515,7,122,2,191477,382954,1,,
187,3,19,3,494393,1483179,1,,
1853,3,152,2,312424,624848,1,,
2517,1,203,3,282331,846993,1,,
3181,19,250,2,1288166,2576332,1,,
2494,4,202,3,190275,570825,1,,
502,7,41,3,219768,659304,1,,
164,3,17,2,149655,299310,1,,
1830,3,150,3,433188,1299564,1,,
287,8,26,2,304352,608704,1,,
828,1,67,3,346853,1040559,1,,
1166,1,91,3,203637,610911,1,,
974,4,77,2,250357,500714,1,,
1143,4,89,2,285753,571506,1,,
479,4,39,3,151170,453510,1,,
897,6,72,3,301583,904749,1,,
1561,3,125,2,282253,564506,1,,
1807,3,148,3,244375,733125,1,,
310,8,27,3,267363,802089,1,,
2225,8,141,2,213054,426108,1,,
2889,21,231,2,2611333,5222666,1,,
456,2,38,3,273737,821211,1,,
210,7,21,3,84088,252264,1,,
874,7,70,4,268173,1072692,1,,
1120,7,73,3,218070,654210,1,,
333,9,29,2,196519,393038,1,,
997,1,79,2,238419,476838,1,,
1661,1,136,2,566752,1133504,1,,
2202,1,181,3,258324,774972,1,,
1538,16,124,2,251768,503536,1,,
3267,9,255,2,219078,438156,1,,
18,1,4,2,267728,535456,1,,
765,1,60,2,322063,644126,1,,
2686,1,217,3,215693,647079,1,,
2935,1,232,3,330788,992364,1,,
3018,1,239,2,278204,556408,1,,
3373,23,269,3,414474,1243422,1,,
2580,6,209,2,404688,809376,1,,
2248,17,184,3,197485,592455,1,,
705,1,55,2,253596,507192,1,,
373,10,32,2,296254,592508,1,,
2640,1,214,2,215066,430132,1,,
1312,1,103,3,478145,1434435,1,,
1644,1,134,2,259500,519000,1,,
2972,1,235,2,231680,463360,1,,
2331,4,190,2,197355,394710,1,,
3327,15,259,2,226142,452284,1,,
1999,1,163,3,149995,449985,1,,
519,7,23,3,421982,1265946,1,,
270,7,25,3,243644,730932,1,,
1847,3,151,3,240065,720195,1,,
1598,1,129,2,197407,394814,1,,
2185,1,180,2,270863,541726,1,,
2434,1,141,3,270053,810159,1,,
2285,4,188,2,185730,371460,1,,
3121,7,247,2,55902,111804,1,,
957,1,76,3,185129,555387,1,,
1498,1,121,3,314768,944304,1,,
2826,18,227,2,2713755,5427510,1,,
2832,18,227,2,2626376,5252752,1,,
224,7,22,2,195004,390008,1,,
1060,7,84,3,236617,709851,1,,
1893,3,156,2,403382,806764,1,,
811,1,65,2,201482,402964,1,,
1306,1,103,3,294008,882024,1,,
2139,1,177,2,170396,340792,1,,
3221,22,251,2,1676134,3352268,1,,
911,6,73,3,196466,589398,1,,
2534,6,205,2,281155,562310,1,,
124,2,13,2,456071,912142,1,,
665,7,53,2,259944,519888,1,,
1452,14,117,3,313626,940878,1,,
1206,1,94,2,336896,673792,1,,
1747,1,144,2,153417,306834,1,,
1993,1,163,3,116218,348654,1,,
3075,1,243,3,321854,965562,1,,
2597,4,211,3,156708,470124,1,,
937,4,75,3,263235,789705,1,,
1933,7,159,2,251297,502594,1,,
2099,3,174,2,283088,566176,1,,
1435,1,116,3,365818,1097454,1,,
439,1,37,3,242468,727404,1,,
1601,1,129,2,420493,840986,1,,
2431,1,198,2,850259,1700518,1,,
2076,7,168,2,258089,516178,1,,
84,3,9,3,350197,1050591,1,,
416,3,35,3,305005,915015,1,,
1578,1,127,3,316081,948243,1,,
582,1,46,3,747755,2243265,1,,
1080,10,85,2,199653,399306,1,,
2809,4,225,3,189440,568320,1,,
227,7,23,2,167235,334470,1,,
559,7,45,2,261720,523440,1,,
1223,3,95,3,471849,1415547,1,,
1813,3,149,3,398315,1194945,1,,
3144,3,141,3,250801,752403,1,,
3473,9,322,2,199160,398320,1,,
204,6,20,2,589531,1179062,1,,
3450,24,316,4,253422,1013688,1,,
1458,15,118,3,354560,1063680,1,,
1790,14,146,2,227892,455784,1,,
745,1,58,2,235781,471562,1,,
2454,1,199,2,249600,499200,1,,
1272,6,100,2,428016,856032,1,,
3430,24,297,5,153901,769505,1,,
602,2,48,2,357459,714918,1,,
1100,7,86,3,222458,667374,1,,
1764,7,145,2,197276,394552,1,,
2766,7,223,2,153155,306310,1,,
3264,9,255,2,239094,478188,1,,
1266,1,99,3,339748,1019244,1,,
2789,4,224,3,215510,646530,1,,
3330,15,259,2,328751,657502,1,,
625,2,51,2,348212,696424,1,,
459,2,38,3,266866,800598,1,,
3164,7,248,3,332826,998478,1,,
1123,3,88,2,260022,520044,1,,
2617,1,212,2,209789,419578,1,,
2623,1,213,2,165825,331650,1,,
3287,1,256,3,189171,567513,1,,
2666,1,216,2,132022,264044,1,,
2125,10,176,3,330266,990798,1,,
2474,4,201,2,226403,452806,1,,
3307,17,258,3,155611,466833,1,,
725,7,56,2,192626,385252,1,,
2056,7,167,3,198922,596766,1,,
1392,3,112,3,228884,686652,1,,
3138,3,141,3,202475,607425,1,,
61,1,7,3,261955,785865,1,,
2497,4,202,3,161123,483369,1,,
1292,3,102,2,229982,459964,1,,
1833,3,150,2,254955,509910,1,,
1956,3,160,2,180427,360854,1,,
3456,14,321,2,256946,513892,1,,
1415,14,115,3,166739,500217,1,,
751,1,58,2,188160,376320,1,,
2603,4,211,3,261433,784299,1,,
3350,2,262,2,307385,614770,1,,
682,1,54,2,164858,329716,1,,
433,1,36,2,248920,497840,1,,
2354,1,192,2,175464,350928,1,,
3101,1,245,3,86987,260961,1,,
2852,21,228,2,2602602,5205204,1,,
539,4,42,2,189257,378514,1,,
1037,12,83,2,158615,317230,1,,
41,1,6,3,221570,664710,1,,
1584,1,127,3,343431,1030293,1,,
2746,1,221,2,289619,579238,1,,
1535,16,124,2,182308,364616,1,,
3244,20,253,2,2960293,5920586,1,,
3207,19,251,2,1801926,3603852,1,,
3387,23,270,2,273320,546640,1,,
894,6,72,3,252891,758673,1,,
645,2,51,2,191268,382536,1,,
980,7,78,2,169273,338546,1,,
1727,7,142,2,216241,432482,1,,
1976,3,162,3,254511,763533,1,,
2305,1,189,3,301688,905064,1,,
2368,4,193,3,264359,793077,1,,
1286,13,101,2,288757,577514,1,,
1913,2,157,2,212558,425116,1,,
1372,3,110,2,369005,738010,1,,
290,8,26,2,248842,497684,1,,
2995,1,237,2,267807,535614,1,,
2909,21,229,2,2561394,5122788,1,,
104,4,11,2,276688,553376,1,,
1521,7,123,3,255477,766431,1,,
1770,7,145,2,159190,318380,1,,
2019,1,165,2,267075,534150,1,,
2268,1,185,2,170553,341106,1,,
496,1,40,2,391549,783098,1,,
1621,1,132,2,386063,772126,1,,
2119,1,175,3,230896,692688,1,,
2162,1,178,3,246204,738612,1,,
2660,1,215,3,300512,901536,1,,
3393,23,271,2,218916,437832,1,,
1478,4,119,2,270341,540682,1,,
2311,4,187,3,296777,890331,1,,
396,7,34,2,238106,476212,1,,
147,3,15,2,284368,568736,1,,
1229,3,96,3,325929,977787,1,,
2560,3,207,2,211435,422870,1,,
3493,24,337,5,333669,1668345,1,,
247,7,24,3,200933,602799,1,,
1329,3,105,3,250853,752559,1,,
1870,3,153,3,365061,1095183,1,,
788,1,63,3,287791,863373,1,,
2411,1,196,3,280528,841584,1,,
2952,1,234,3,282671,848013,1,,
3439,24,305,5,223583,1117915,1,,
2775,7,223,2,139337,278674,1,,
190,3,19,3,359131,1077393,1,,
2111,3,174,2,249208,498416,1,,
1779,14,146,2,166295,332590,1,,
2443,1,141,3,303934,911802,1,,
3107,1,246,2,257750,515500,1,,
3416,24,285,5,338243,1691215,1,,
213,7,21,3,144326,432978,1,,
877,7,71,3,223059,669177,1,,
1092,7,86,3,248842,746526,1,,
1756,7,145,2,215875,431750,1,,
2088,7,169,2,275644,551288,1,,
2752,7,222,3,194690,584070,1,,
1424,14,115,3,218226,654678,1,,
545,1,43,2,339173,678346,1,,
2420,1,197,3,592953,1778859,1,,
3084,1,244,2,230060,460120,1,,
3485,24,330,5,567494,2837470,1,,
2798,4,224,3,195500,586500,1,,
3130,7,247,2,336431,672862,1,,
3462,14,321,2,221413,442826,1,,
2466,1,200,3,279353,838059,1,,
946,4,75,3,398341,1195023,1,,
1023,1,82,3,213446,640338,1,,
359,1,31,2,332878,665756,1,,
1610,1,131,2,296672,593344,1,,
2274,1,186,2,190119,380238,1,,
2938,1,233,2,248163,496326,1,,
2944,1,233,2,226768,453536,1,,
336,9,29,2,166687,333374,1,,
1633,1,133,2,275591,551182,1,,
2297,1,189,3,308532,925596,1,,
2961,1,234,3,179879,539637,1,,
900,6,72,3,263862,791586,1,,
236,7,23,3,132493,397479,1,,
1069,7,84,3,526132,1578396,1,,
405,7,34,2,162716,325432,1,,
1733,7,142,2,149080,298160,1,,
1564,1,126,3,217652,652956,1,,
2397,1,195,3,231418,694254,1,,
923,4,74,3,204303,612909,1,,
1046,12,83,2,210808,421616,1,,
2251,17,184,3,205923,617769,1,,
382,7,33,2,262713,525426,1,,
259,7,24,3,152659,457977,1,,
1587,1,128,2,157570,315140,1,,
1710,1,141,2,259683,519366,1,,
528,7,23,3,169221,507663,1,,
860,7,69,3,311614,934842,1,,
1109,7,73,3,317779,953337,1,,
1856,3,152,2,387186,774372,1,,
1441,1,116,3,512339,1537017,1,,
2188,1,180,2,215092,430184,1,,
113,5,12,3,116088,348264,1,,
3422,24,291,4,277639,1110556,1,,
1215,3,95,3,265874,797622,1,,
1547,3,125,2,213289,426578,1,,
754,1,59,2,264385,528770,1,,
422,1,36,2,241684,483368,1,,
2543,1,206,3,218723,656169,1,,
2875,21,229,2,2637303,5274606,1,,
3316,17,258,3,200620,601860,1,,
67,2,8,2,251977,503954,1,,
1902,2,157,2,207725,415450,1,,
2234,1,183,2,461035,922070,1,,
2984,1,236,3,315167,945501,1,,
3067,1,243,2,185965,371930,1,,
2735,1,221,2,157126,314252,1,,
3230,20,253,2,2914664,5829328,1,,
3376,23,270,2,237120,474240,1,,
2589,6,210,2,206994,413988,1,,
2048,7,167,3,182987,548961,1,,
2380,1,194,2,232960,465920,1,,
2921,19,230,2,2620747,5241494,1,,
276,7,25,3,88868,266604,1,,
1693,7,140,3,543007,1629021,1,,
1942,3,160,3,169926,509778,1,,
3270,9,255,2,198645,397290,1,,
27,1,5,3,264855,794565,1,,
3276,1,256,3,340890,1022670,1,,
3021,1,239,2,287294,574588,1,,
2334,4,191,3,138266,414798,1,,
2629,1,213,2,236669,473338,1,,
963,1,76,3,181995,545985,1,,
1006,1,80,2,229198,458396,1,,
3170,21,229,2,2617117,5234234,1,,
2483,4,201,2,366471,732942,1,,
2729,4,220,3,289750,869250,1,,
319,7,28,2,230452,460904,1,,
322,7,28,2,214595,429190,1,,
568,7,45,2,334942,669884,1,,
1401,1,113,3,312476,937428,1,,
1647,1,135,2,126641,253282,1,,
1650,1,135,2,217547,435094,1,,
173,4,18,3,173008,519024,1,,
1009,4,81,2,263653,527306,1,,
468,4,39,2,167262,334524,1,,
2337,4,191,3,126040,378120,1,,
1255,13,98,2,427023,854046,1,,
714,1,55,2,132832,265664,1,,
960,1,76,3,158275,474825,1,,
1501,1,121,3,108435,325305,1,,
1796,1,147,2,202396,404792,1,,
107,4,11,2,273763,547526,1,,
2526,2,204,2,240091,480182,1,,
2028,1,165,2,214831,429662,1,,
2194,1,181,4,293720,1174880,1,,
2692,1,218,3,196466,589398,1,,
3024,1,239,2,243487,486974,1,,
3190,19,250,2,1264875,2529750,1,,
3047,8,241,3,341498,1024494,1,,
2549,1,206,3,324623,973869,1,,
3402,23,271,3,294294,882882,1,,
485,4,39,2,168803,337606,1,,
156,3,17,2,494524,989048,1,,
1816,3,149,3,190406,571218,1,,
820,1,66,3,351033,1053099,1,,
1152,1,90,2,219961,439922,1,,
1481,1,120,2,224130,448260,1,,
2171,4,179,2,184398,368796,1,,
130,2,13,2,274155,548310,1,,
462,2,38,3,296124,888372,1,,
1175,3,92,3,261355,784065,1,,
2835,18,227,2,2622372,5244744,1,,
3167,21,228,2,2587712,5175424,1,,
3359,24,268,3,356426,1069278,1,,
1195,2,93,3,259970,779910,1,,
1361,3,108,2,273528,547056,1,,
1859,3,152,2,500062,1000124,1,,
697,1,55,2,316630,633260,1,,
2861,19,230,2,2436583,4873166,1,,
2500,4,202,3,261433,784299,1,,
3502,24,346,4,221331,885324,1,,
1461,15,118,3,329534,988602,1,,
1295,3,102,2,275121,550242,1,,
1338,3,106,2,325694,651388,1,,
1836,3,150,2,386795,773590,1,,
797,1,63,3,283924,851772,1,,
2002,1,163,3,216346,649038,1,,
2008,1,164,3,177031,531093,1,,
1959,16,161,2,234684,469368,1,,
654,11,52,2,244297,488594,1,,
1318,1,104,3,235859,707577,1,,
1487,1,120,2,404453,808906,1,,
2151,1,178,3,223764,671292,1,,
2569,1,208,3,549093,1647279,1,,
3233,20,253,2,2907615,5815230,1,,
2792,4,224,3,191503,574509,1,,
3333,15,259,2,221805,443610,1,,
628,2,51,2,182726,365452,1,,
505,7,41,3,169717,509151,1,,
87,1,10,2,279457,558914,1,,
1169,1,91,3,161539,484617,1,,
